"","Country","Year","GDP per capita","Life Expectancy","Total Population","Group"
"44120","Poland","1969",8331,69.8674,31285930.4,"Europe & Central Asia"
"44121","Portugal","1969",9269,66.7454,8841372.5,"Europe & Central Asia"
"44122","Puerto Rico","1969",14000,71.247,2537986.4,"America"
"44123","Qatar","1969",125963,69.13586,71716.4,"Middle East & North Africa"
"44124","Reunion","1969",NA,62.41,388488.5,"Sub-Saharan Africa"
"44125","Romania","1969",9492,67.76162,19371887.3,"Europe & Central Asia"
"44126","Russia","1969",13972,68.3872,125405796.2,"Europe & Central Asia"
"44127","Rwanda","1969",642,45.66504,3238297.6,"Sub-Saharan Africa"
"44128","St. Barthélemy","1969",NA,NA,2278.7,NA
"44129","St. Helena","1969",NA,NA,4694,NA
"44130","St. Kitts and Nevis","1969",4237,NA,49070.7,NA
"44131","St. Lucia","1969",3106,63.92134,95874.4,NA
"44132","St. Martin","1969",NA,NA,19841.4,NA
"44133","St. Vincent and the Grenadines","1969",2795,63.05202,85424.2,NA
"44134","St.-Pierre-et-Miquelon","1969",NA,NA,5103.9,NA
"44135","Samoa","1969",3706,64.09854,124944.2,"East Asia & Pacific"
"44136","San Marino","1969",22032,NA,17201.5,"Europe & Central Asia"
"44137","Sao Tome and Principe","1969",2115,57.46818,66263.1,"Sub-Saharan Africa"
"44138","Saudi Arabia","1969",34527,62.37184,4790950.6,"Middle East & North Africa"
"44139","Senegal","1969",1934,46.23754,3613363.2,"Sub-Saharan Africa"
"44140","Serbia","1969",9837,67.32076,7806706.7,"Europe & Central Asia"
"44141","Serbia and Montenegro","1969",NA,NA,8280056.9,"Europe & Central Asia"
"44142","Serbia excluding Kosovo","1969",NA,NA,6583871.9,"Europe & Central Asia"
"44143","Seychelles","1969",6242,65.12046,46215.6,"Sub-Saharan Africa"
"44144","Sierra Leone","1969",1630,46.15902,2320919.3,"Sub-Saharan Africa"
"44145","Singapore","1969",9207,67.96576,1848943.6,"East Asia & Pacific"
"44146","Slovak Republic","1969",10790,69.9668,4341424.5,"Europe & Central Asia"
"44147","Slovenia","1969",12039,66.75142,1624517.4,"Europe & Central Asia"
"44148","Solomon Islands","1969",1195,56.13506,135402,"East Asia & Pacific"
"44149","Somalia","1969",1019,50.51016,3052311.2,"Sub-Saharan Africa"
"44150","Somaliland","1969",NA,NA,NA,"Sub-Saharan Africa"
"44151","South Africa","1969",10156,57.0515,19597091,"Sub-Saharan Africa"
"44152","South Ossetia","1969",NA,NA,NA,"Europe & Central Asia"
"44153","Spain","1969",11650,70.8288,32004111.2,"Europe & Central Asia"
"44154","Sri Lanka","1969",1993,65.10628,11018211.8,"South Asia"
"44155","Sudan","1969",2167,56.04062,8651721.7,"Sub-Saharan Africa"
"44156","Suriname","1969",8586,64.44436,328228.8,"America"
"44157","Svalbard","1969",NA,NA,2005,"Europe & Central Asia"
"44158","Swaziland","1969",3142,53.6209,388944.7,"Sub-Saharan Africa"
"44159","Sweden","1969",21168,73.954,7724331.5,"Europe & Central Asia"
"44160","Switzerland","1969",34719,72.5928,5744978.3,"Europe & Central Asia"
"44161","Syria","1969",3009,61.58928,5339048,"Middle East & North Africa"
"44162","Taiwan","1969",4772,68.943,12777766.8,"East Asia & Pacific"
"44163","Tajikistan","1969",4413,56.92754,2443973.2,"Europe & Central Asia"
"44164","Tanzania","1969",1349,53.18828,11557920.7,"Sub-Saharan Africa"
"44165","Thailand","1969",2246,63.36638,31455894.1,"East Asia & Pacific"
"44166","Timor-Leste","1969",705,46.85336,542797.6,"East Asia & Pacific"
"44167","Togo","1969",1969,51.27836,1740343,"Sub-Saharan Africa"
"44168","Tokelau","1969",NA,NA,1864.4,"East Asia & Pacific"
"44169","Tonga","1969",1699,66.14052,72652.5,"East Asia & Pacific"
"44170","Transnistria","1969",NA,NA,NA,"Europe & Central Asia"
"44171","Trinidad and Tobago","1969",10988,65.57962,901725,"America"
"44172","Tunisia","1969",2876,55.73766,4526514,"Middle East & North Africa"
"44173","Turkey","1969",6470,55.51382,30691489.9,"Europe & Central Asia"
"44174","Turkmenistan","1969",9406,52.29436,1859204.2,"Europe & Central Asia"
"44175","Turks and Caicos Islands","1969",2827,NA,5671.5,"America"
"44176","Tuvalu","1969",1708,NA,6709.8,"East Asia & Pacific"
"44177","Uganda","1969",1092,52.3745,7919198.1,"Sub-Saharan Africa"
"44178","Ukraine","1969",7355,69.7254,44885586,"Europe & Central Asia"
"44179","United Arab Emirates","1969",35623,64.36428,144333.1,"Middle East & North Africa"
"44180","United Kingdom","1969",16616,71.554,54014802.6,"Europe & Central Asia"
"44181","United States","1969",24147,70.4444,197669013.3,"America"
"44182","Uruguay","1969",7668,68.37734,2675206.1,"America"
"44183","USSR","1969",NA,NA,228188452.4,"Europe & Central Asia"
"44184","Uzbekistan","1969",3111,61.49828,10120962,"Europe & Central Asia"
"44185","Wallis et Futuna","1969",NA,NA,8993.3,"East Asia & Pacific"
"44186","Vanuatu","1969",1656,59.27338,73213.3,"East Asia & Pacific"
"44187","Venezuela","1969",14753,66.87798,9665109.8,"America"
"44188","West Bank and Gaza","1969",1320,60.60672,1144464.9,"Middle East & North Africa"
"44189","West Germany","1969",NA,NA,57263116.4,"Europe & Central Asia"
"44190","Western Sahara","1969",NA,41.674,51048.7,"Middle East & North Africa"
"44191","Vietnam","1969",1059,57.87088,37392417,"East Asia & Pacific"
"44192","Virgin Islands (U.S.)","1969",NA,67.29,47077.7,"America"
"44193","North Yemen (former)","1969",NA,NA,4703886.6,NA
"44194","South Yemen (former)","1969",NA,NA,1456404.4,NA
"44195","Yemen","1969",1563,41.83952,5586073.6,NA
"44196","Yugoslavia","1969",NA,NA,18938513.9,"Europe & Central Asia"
"44197","Zambia","1969",3891,57.45488,3521630.4,"Sub-Saharan Africa"
"44198","Zimbabwe","1969",2121,57.51836,4367515.3,"Sub-Saharan Africa"
"44199","Åland","1969",NA,NA,20840.1,"Europe & Central Asia"
"44200","South Sudan","1969",2388,47.66786,3241827.9,"Sub-Saharan Africa"
"44201","Abkhazia","1970",NA,NA,NA,"Europe & Central Asia"
"44202","Afghanistan","1970",1174,41.8,12356552.1,"South Asia"
"44203","Akrotiri and Dhekelia","1970",NA,NA,12670.1,"Europe & Central Asia"
"44204","Albania","1970",3712,66.7,2386252.1,"Europe & Central Asia"
"44205","Algeria","1970",7227,56.6,16550139,"Middle East & North Africa"
"44206","American Samoa","1970",NA,NA,29592.5,"East Asia & Pacific"
"44207","Andorra","1970",33216,77.5,29829.7,"Europe & Central Asia"
"44208","Angola","1970",5397,47.7,7057840.8,"Sub-Saharan Africa"
"44209","Anguilla","1970",NA,NA,6591.9,"America"
"44210","Antigua and Barbuda","1970",5807,66.8,68585.8,"America"
"44211","Argentina","1970",9951,66.1,25836531.4,"America"
"44212","Armenia","1970",3533,64.5,2789802.5,"Europe & Central Asia"
"44213","Aruba","1970",6382,69.14,60081,"America"
"44214","Australia","1970",19719,71,13775741,"East Asia & Pacific"
"44215","Austria","1970",17865,70.3,7594980.9,"Europe & Central Asia"
"44216","Azerbaijan","1970",7285,60.8,5635964.6,"Europe & Central Asia"
"44217","Bahamas","1970",21210,63.1,187410.7,"America"
"44218","Bahrain","1970",31232,65,267560.2,"Middle East & North Africa"
"44219","Bangladesh","1970",1226,44.7,71265721.9,"South Asia"
"44220","Barbados","1970",9013,68.8,245131.8,"America"
"44221","Belarus","1970",5461,71.5,9328293.2,"Europe & Central Asia"
"44222","Belgium","1970",18903,71,9759059.6,"Europe & Central Asia"
"44223","Belize","1970",2509,67.2,132039.6,"America"
"44224","Benin","1970",1205,47.3,3239613.2,"Sub-Saharan Africa"
"44225","Bermuda","1970",31940,NA,54619,"America"
"44226","Bhutan","1970",1067,49.1,344088.2,"South Asia"
"44227","Bolivia","1970",3678,50.4,4968735.5,"America"
"44228","Bosnia and Herzegovina","1970",2500,66.6,3939235.6,"Europe & Central Asia"
"44229","Botswana","1970",1567,60.9,815292.9,"Sub-Saharan Africa"
"44230","Brazil","1970",5930,60.9,107355351.6,"America"
"44231","British Virgin Islands","1970",NA,NA,10360.6,"America"
"44232","Brunei","1970",74132,68.2,157879.4,"East Asia & Pacific"
"44233","Bulgaria","1970",7971,70.9,8690539.9,"Europe & Central Asia"
"44234","Burkina Faso","1970",790,44.8,6117367.9,"Sub-Saharan Africa"
"44235","Burundi","1970",782,44.7,3690281,"Sub-Saharan Africa"
"44236","Cambodia","1970",1643,47.5,7254396,"East Asia & Pacific"
"44237","Cameroon","1970",2169,52.2,7669867.5,"Sub-Saharan Africa"
"44238","Canada","1970",19842,72.6,22924044.4,"America"
"44239","Cape Verde","1970",942,60.7,274414.4,"Sub-Saharan Africa"
"44240","Cayman Islands","1970",24381,NA,12035.1,"America"
"44241","Central African Republic","1970",1358,48.5,2006760,NA
"44242","Chad","1970",1338,51.6,4037236.7,"Sub-Saharan Africa"
"44243","Channel Islands","1970",NA,71.823,125322.9,"Europe & Central Asia"
"44244","Chile","1970",7382,63.8,10329171,"America"
"44245","China","1970",848,60,892378972.3,"East Asia & Pacific"
"44246","Christmas Island","1970",NA,NA,1221.2,"East Asia & Pacific"
"44247","Cocos Island","1970",NA,NA,451.1,"East Asia & Pacific"
"44248","Colombia","1970",4325,66.1,24530371.9,"America"
"44249","Comoros","1970",1425,50.8,257254.8,"Sub-Saharan Africa"
"44250","Congo, Dem. Rep.","1970",2094,49.2,22697299.3,"Sub-Saharan Africa"
"44251","Congo, Rep.","1970",3348,51.7,1536514.2,"Sub-Saharan Africa"
"44252","Cook Is","1970",NA,NA,20222.3,NA
"44253","Costa Rica","1970",5723,70.6,2078510.1,"America"
"44254","Cote d'Ivoire","1970",3798,51.9,6504857.8,"Sub-Saharan Africa"
"44255","Croatia","1970",11777,67,4495604.4,"Europe & Central Asia"
"44256","Cuba","1970",8918,72.5,9320787.5,"America"
"44257","Cyprus","1970",8344,71.4,646599.7,"Europe & Central Asia"
"44258","Czech Republic","1970",15038,69.7,10039119.2,NA
"44259","Czechoslovakia","1970",NA,NA,14729200.6,"Europe & Central Asia"
"44260","Denmark","1970",21990,73.3,5039953.4,"Europe & Central Asia"
"44261","Djibouti","1970",4357,59.1,229883.2,"Middle East & North Africa"
"44262","Dominica","1970",2686,63.6,72524.7,"America"
"44263","Dominican Republic","1970",3234,66,5086504.9,NA
"44264","East Germany","1970",NA,NA,16830245.6,"Europe & Central Asia"
"44265","Ecuador","1970",5723,62.5,6904581.1,"America"
"44266","Egypt","1970",3055,51.7,38366143.4,"Middle East & North Africa"
"44267","El Salvador","1970",4810,59.9,4093847.9,"America"
"44268","Equatorial Guinea","1970",1193,47,248009.3,"Sub-Saharan Africa"
"44269","Eritrea","1970",1037,46.1,2049183.8,"Sub-Saharan Africa"
"44270","Eritrea and Ethiopia","1970",NA,NA,35003834.2,"Sub-Saharan Africa"
"44271","Estonia","1970",9721,70.8,1414664,"Europe & Central Asia"
"44272","Ethiopia","1970",778,44.8,31863028.6,"Sub-Saharan Africa"
"44273","Faeroe Islands","1970",NA,NA,40414.1,"Europe & Central Asia"
"44274","Falkland Is (Malvinas)","1970",NA,NA,1925.6,NA
"44275","Fiji","1970",4384,63.6,570769.8,"East Asia & Pacific"
"44276","Finland","1970",16245,70.2,4692551.6,"Europe & Central Asia"
"44277","France","1970",18185,72.5,52607691,"Europe & Central Asia"
"44278","French Guiana","1970",NA,65.337,55652.5,"America"
"44279","French Polynesia","1970",NA,60.184,128648.5,"East Asia & Pacific"
"44280","Gabon","1970",4656,54.2,646486.6,"Sub-Saharan Africa"
"44281","Gambia","1970",1478,51,513967.1,"Sub-Saharan Africa"
"44282","Georgia","1970",5212,65.4,4881807.8,"Europe & Central Asia"
"44283","Germany","1970",21218,70.9,78562655.9,"Europe & Central Asia"
"44284","Ghana","1970",2455,55.3,9641224.5,"Sub-Saharan Africa"
"44285","Gibraltar","1970",NA,NA,25450.8,"Europe & Central Asia"
"44286","Greece","1970",12366,73.3,9062410.9,"Europe & Central Asia"
"44287","Greenland","1970",9961,65.5261008268439,48833.4,"Europe & Central Asia"
"44288","Grenada","1970",2658,65.8,92104.3,"America"
"44289","Guadeloupe","1970",NA,64.982,325659.5,"America"
"44290","Guam","1970",NA,65.662,92572.7,"East Asia & Pacific"
"44291","Guatemala","1970",4606,51.6,6162343.7,"America"
"44292","Guernsey","1970",NA,NA,53607.7,"Europe & Central Asia"
"44293","Guinea","1970",966,46.4,4342600.2,"Sub-Saharan Africa"
"44294","Guinea-Bissau","1970",1756,44.4,772065.5,"Sub-Saharan Africa"
"44295","Guyana","1970",3905,62.7,737123,"America"
"44296","Haiti","1970",1970,47,5112378.9,"America"
"44297","Holy See","1970",NA,NA,701.2,"Europe & Central Asia"
"44298","Honduras","1970",2771,58,3080312.4,"America"
"44299","Hong Kong, China","1970",8596,71.892,4361479.3,"East Asia & Pacific"
"44300","Hungary","1970",12917,69.3,10532781,"Europe & Central Asia"
"44301","Iceland","1970",14937,73.8,215975.9,"Europe & Central Asia"
"44302","India","1970",1170,48.5,615733666.6,"South Asia"
"44303","Indonesia","1970",2082,56.7,129230012.7,"East Asia & Pacific"
"44304","Iran","1970",10467,54.5,32507582.4,"Middle East & North Africa"
"44305","Iraq","1970",7555,63.1,11536811.8,"Middle East & North Africa"
"44306","Ireland","1970",11551,71.2,3159309.3,"Europe & Central Asia"
"44307","Isle of Man","1970",NA,NA,60678.3,"Europe & Central Asia"
"44308","Israel","1970",11062,71.1,3274047.2,"Middle East & North Africa"
"44309","Italy","1970",16450,71.6,54999711,"Europe & Central Asia"
"44310","Jamaica","1970",7880,68.1,1998314.4,"America"
"44311","Japan","1970",14203,72.2,109796081.5,"East Asia & Pacific"
"44312","Jersey","1970",NA,NA,71924.2,"Europe & Central Asia"
"44313","Jordan","1970",4478,63.3,1948120.4,"Middle East & North Africa"
"44314","Kazakhstan","1970",11864,62.5,13995219,"Europe & Central Asia"
"44315","Kenya","1970",1948,58.5,13327278.1,"Sub-Saharan Africa"
"44316","Kiribati","1970",3136,51.3,54814.8,"East Asia & Pacific"
"44317","North Korea","1970",1697,53.4,15967804.3,NA
"44318","South Korea","1970",2142,61.8,34289342.2,NA
"44319","United Korea (former)
","1970",NA,NA,NA,NA
"44320","Kosovo","1970",NA,NA,1519251.6,"Europe & Central Asia"
"44321","Kuwait","1970",54023,68.9,1025052.9,"Middle East & North Africa"
"44322","Kyrgyz Republic","1970",3377,58.3,3264559.3,NA
"44323","Lao","1970",1346,48,2982803,NA
"44324","Latvia","1970",7706,70.3,2442548.7,"Europe & Central Asia"
"44325","Lebanon","1970",11978,68.6,2507137.1,"Middle East & North Africa"
"44326","Lesotho","1970",742,56.2,1143283.8,"Sub-Saharan Africa"
"44327","Liberia","1970",1486,48.5,1613141.2,"Sub-Saharan Africa"
"44328","Libya","1970",67491,65.6,2576742.9,"Middle East & North Africa"
"44329","Liechtenstein","1970",NA,NA,23290.6,"Europe & Central Asia"
"44330","Lithuania","1970",13539,71.5,3279022.1,"Europe & Central Asia"
"44331","Luxembourg","1970",29363,70.1,351974.5,"Europe & Central Asia"
"44332","Macao, China","1970",14945,69.198,248594.3,"East Asia & Pacific"
"44333","Macedonia, FYR","1970",6221,65.4,1802870.4,"Europe & Central Asia"
"44334","Madagascar","1970",2509,50.7,7498554.6,"Sub-Saharan Africa"
"44335","Malawi","1970",489,41.4,5249925.2,"Sub-Saharan Africa"
"44336","Malaysia","1970",4051,65.7,12181785.5,"East Asia & Pacific"
"44337","Maldives","1970",1404,54,134197.2,"South Asia"
"44338","Mali","1970",844,38.8,6434552.4,"Sub-Saharan Africa"
"44339","Malta","1970",4631,70.5,308461.3,"Europe & Central Asia"
"44340","Marshall Islands","1970",2172,57.9,24943.7,"East Asia & Pacific"
"44341","Martinique","1970",NA,65.986,326606.8,"America"
"44342","Mauritania","1970",2964,54.8,1313778.2,"Sub-Saharan Africa"
"44343","Mauritius","1970",3023,62.2,887383.8,"Sub-Saharan Africa"
"44344","Mayotte","1970",NA,62.364,44637.9,"Sub-Saharan Africa"
"44345","Mexico","1970",8757,63,59914771.3,"America"
"44346","Micronesia, Fed. Sts.","1970",1738,60.6,64301.7,"East Asia & Pacific"
"44347","Moldova","1970",5212,62.5,3802390.3,"Europe & Central Asia"
"44348","Monaco","1970",26378,NA,24954.1,"Europe & Central Asia"
"44349","Mongolia","1970",1695,54.3,1460119.7,"East Asia & Pacific"
"44350","Montenegro","1970",10228,70.7,548123.2,"Europe & Central Asia"
"44351","Montserrat","1970",NA,NA,11770.7,"America"
"44352","Morocco","1970",2411,57.4,17726799.9,"Middle East & North Africa"
"44353","Mozambique","1970",703,49,10350874,"Sub-Saharan Africa"
"44354","Myanmar","1970",1438,50,30336870.8,"East Asia & Pacific"
"44355","Namibia","1970",5981,58.9,889753.9,"Sub-Saharan Africa"
"44356","Nauru","1970",57091,NA,6985.4,"East Asia & Pacific"
"44357","Nepal","1970",1036,48.4,13210771.8,"South Asia"
"44358","Netherlands","1970",19800,73.7,13527570.9,"Europe & Central Asia"
"44359","Netherlands Antilles","1970",NA,69.216,165614.8,"America"
"44360","New Caledonia","1970",NA,62.422,124296.9,"East Asia & Pacific"
"44361","New Zealand","1970",19200,71.5,3023311.5,"East Asia & Pacific"
"44362","Ngorno-Karabakh","1970",NA,NA,NA,"Europe & Central Asia"
"44363","Nicaragua","1970",6031,57.2,2763906.3,"America"
"44364","Niger","1970",1376,43.3,5119040,"Sub-Saharan Africa"
"44365","Nigeria","1970",3483,49.6,63210683.1,"Sub-Saharan Africa"
"44366","Niue","1970",NA,NA,4203.8,"East Asia & Pacific"
"44367","Norfolk Island","1970",NA,NA,1814.4,"East Asia & Pacific"
"44368","Northern Cyprus","1970",NA,NA,NA,"Europe & Central Asia"
"44369","Northern Mariana Islands","1970",NA,NA,14772.3,"East Asia & Pacific"
"44370","Norway","1970",22186,73.9,3985662.3,"Europe & Central Asia"
"44371","Oman","1970",19472,53.5,881007.9,"Middle East & North Africa"
"44372","Pakistan","1970",1758,53.7,66240568.2,"South Asia"
"44373","Palau","1970",27806,NA,12029.7,"East Asia & Pacific"
"44374","Panama","1970",6345,68.8,1723307,"America"
"44375","Papua New Guinea","1970",1774,56.8,2774108.2,"East Asia & Pacific"
"44376","Paraguay","1970",3487,68.7,2768403.8,"America"
"44377","Peru","1970",6719,52.2,15074538.9,"America"
"44378","Philippines","1970",3132,64.3,40814414.9,"East Asia & Pacific"
"44379","Pitcairn","1970",NA,NA,73.9,"East Asia & Pacific"
"44380","Poland","1970",8705,70,34064253.9,"Europe & Central Asia"
"44381","Portugal","1970",10175,67.4,9134220.9,"Europe & Central Asia"
"44382","Puerto Rico","1970",15220,71.58,2914081.2,"America"
"44383","Qatar","1970",158673,69.8,157238,"Middle East & North Africa"
"44384","Reunion","1970",NA,63.059,483304.5,"Sub-Saharan Africa"
"44385","Romania","1970",9602,68,21539342.6,"Europe & Central Asia"
"44386","Russia","1970",14915,68.5,133490254.8,"Europe & Central Asia"
"44387","Rwanda","1970",691,45.8,4321572.9,"Sub-Saharan Africa"
"44388","St. Barthélemy","1970",NA,NA,2573.1,NA
"44389","St. Helena","1970",NA,NA,5124.6,NA
"44390","St. Kitts and Nevis","1970",4287,NA,44186.1,NA
"44391","St. Lucia","1970",3238,64.5,109665.4,NA
"44392","St. Martin","1970",NA,NA,21716.3,NA
"44393","St. Vincent and the Grenadines","1970",3059,63.4,95057.5,NA
"44394","St.-Pierre-et-Miquelon","1970",NA,NA,5792.9,NA
"44395","Samoa","1970",3748,64.8,150083.3,"East Asia & Pacific"
"44396","San Marino","1970",23203,NA,19856.6,"Europe & Central Asia"
"44397","Sao Tome and Principe","1970",2196,58.1,82515.1,"Sub-Saharan Africa"
"44398","Saudi Arabia","1970",39979,63.6,7373557.4,"Middle East & North Africa"
"44399","Senegal","1970",2041,46.8,4824799.2,"Sub-Saharan Africa"
"44400","Serbia","1970",10197,67.7,8463795.3,"Europe & Central Asia"
"44401","Serbia and Montenegro","1970",NA,NA,9043410.6,"Europe & Central Asia"
"44402","Serbia excluding Kosovo","1970",NA,NA,7181526.7,"Europe & Central Asia"
"44403","Seychelles","1970",6536,65.6,58808.5,"Sub-Saharan Africa"
"44404","Sierra Leone","1970",1650,47.2,2749057.9,"Sub-Saharan Africa"
"44405","Singapore","1970",10336,68.3,2235181.8,"East Asia & Pacific"
"44406","Slovak Republic","1970",10978,69.9,4727842.9,"Europe & Central Asia"
